ticker,date,period_ending,estimate,reported,surprise,surprise%,
EDIT,2022-11-02,Sep-22,-0.87,-0.81,0.06,6.9,2022-11-02
EEFT,2022-10-20,Sep-22,2.47,2.74,0.27,10.93,2022-10-20
EFC,2022-11-07,Sep-22,0.43,0.44,0.01,2.33,2022-11-07
EFSC,2022-10-24,Sep-22,1.23,1.31,0.08,6.5,2022-10-24
EFX,2022-10-19,Sep-22,1.64,1.73,0.09,5.49,2022-10-19
EGBN,2022-10-19,Sep-22,1.23,1.16,-0.07,-5.69,2022-10-19
EGHT,2022-10-27,Sep-22,0.03,0.05,0.02,66.67,2022-10-27
EGLE,2022-11-03,Sep-22,4.31,4.58,0.27,6.26,2022-11-03
EGP,2022-10-25,Sep-22,1.76,1.77,0.01,0.57,2022-10-25
EGRX,2022-11-07,Sep-22,0.84,1.12,0.28,33.33,2022-11-07
EGY,2022-11-08,Sep-22,0.16,0.56,0.4,250,2022-11-08
EHC,2022-10-26,Sep-22,0.68,0.67,-0.01,-1.47,2022-10-26
EIG,2022-10-27,Sep-22,0.41,0.56,0.15,36.59,2022-10-27
EIGR,2022-11-03,Sep-22,-0.55,-0.62,-0.07,-12.73,2022-11-03
EIX,2022-11-01,Sep-22,1.48,1.48,0,0,2022-11-01
EL,2022-11-02,Sep-22,1.29,1.37,0.08,6.2,2022-11-02
ELAN,2022-11-08,Sep-22,0.16,0.2,0.04,25,2022-11-08
ELF,2022-11-02,Sep-22,0.16,0.36,0.2,125,2022-11-02
ELS,2022-10-17,Sep-22,0.68,0.36,-0.32,-47.06,2022-10-17
EME,2022-10-27,Sep-22,2.11,2.16,0.05,2.37,2022-10-27
EMN,2022-10-27,Sep-22,2,2.05,0.05,2.5,2022-10-27
EMR,2022-10-31,Sep-22,1.39,1.53,0.14,10.07,2022-10-31
ENPH,2022-10-25,Sep-22,1.07,1.25,0.18,16.82,2022-10-25
ENR,2022-11-15,Sep-22,0.76,0.82,0.06,7.89,2022-11-15
ENS,2022-11-09,Sep-22,1.09,1.11,0.02,1.83,2022-11-09
ENSG,2022-10-26,Sep-22,1.05,1.04,-0.01,-0.95,2022-10-26
ENTA,2022-11-21,Sep-22,-1.37,-1.27,0.1,7.3,2022-11-21
ENTG,2022-11-02,Sep-22,0.98,0.85,-0.13,-13.27,2022-11-02
ENV,2022-11-08,Sep-22,0.42,0.45,0.03,7.14,2022-11-08
ENVA,2022-10-27,Sep-22,1.6,1.74,0.14,8.75,2022-10-27
ENVX,2022-11-01,Sep-22,-0.16,-0.15,0.01,6.25,2022-11-01
EOG,2022-11-03,Sep-22,3.75,3.71,-0.04,-1.07,2022-11-03
EOLS,2022-11-08,Sep-22,-0.27,-0.32,-0.05,-18.52,2022-11-08
EPAC,2022-09-28,Aug-22,0.26,0.37,0.11,42.31,2022-09-28
EPAM,2022-11-03,Sep-22,2.52,3.1,0.58,23.02,2022-11-03
EPC,2022-11-10,Sep-22,0.77,0.79,0.02,2.6,2022-11-10
EPR,2022-11-02,Sep-22,1.21,1.22,0.01,0.83,2022-11-02
EPRT,2022-10-27,Sep-22,0.38,0.26,-0.12,-31.58,2022-10-27
EQBK,2022-10-18,Sep-22,0.8,0.94,0.14,17.5,2022-10-18
EQC,2022-10-25,Sep-22,0.05,0.13,0.08,160,2022-10-25
EQH,2022-11-02,Sep-22,1.13,1.28,0.15,13.27,2022-11-02
EQIX,2022-11-02,Sep-22,7.19,7.73,0.54,7.51,2022-11-02
EQR,2022-10-25,Sep-22,0.91,0.92,0.01,1.1,2022-10-25
EQT,2022-10-26,Sep-22,0.99,1.04,0.05,5.05,2022-10-26
ERAS,2022-11-09,Sep-22,-0.31,-0.29,0.02,6.45,2022-11-09
ERIE,2022-10-27,Sep-22,1.79,1.61,-0.18,-10.06,2022-10-27
ERII,2022-11-02,Sep-22,0.12,0.12,0,0,2022-11-02
ES,2022-11-02,Sep-22,1.03,1.01,-0.02,-1.94,2022-11-02
ESI,2022-10-26,Sep-22,0.37,0.36,-0.01,-2.7,2022-10-26
ESMT,2022-11-03,Sep-22,0.04,0.04,0,0,2022-11-03
ESNT,2022-11-04,Sep-22,1.55,1.66,0.11,7.1,2022-11-04
ESPR,2022-11-01,Sep-22,-0.93,-0.81,0.12,12.9,2022-11-01
ESQ,2022-10-25,Sep-22,0.87,0.94,0.07,8.05,2022-10-25
ESRT,2022-10-26,Sep-22,0.19,0.21,0.02,10.53,2022-10-26
ESS,2022-10-26,Sep-22,3.68,3.69,0.01,0.27,2022-10-26
ESTE,2022-11-02,Sep-22,1.5,1.3,-0.2,-13.33,2022-11-02
ETN,2022-11-01,Sep-22,2.01,2.02,0.01,0.5,2022-11-01
ETR,2022-11-02,Sep-22,2.67,2.84,0.17,6.37,2022-11-02
ETRN,2022-11-01,Sep-22,0.13,0.09,-0.04,-30.77,2022-11-01
ETSY,2022-11-02,Sep-22,0.37,0.58,0.21,56.76,2022-11-02
ETWO,2022-10-11,Aug-22,0.06,0.05,-0.01,-16.67,2022-10-11
EVA,2022-11-02,Sep-22,0.03,-0.13,-0.16,-533.33,2022-11-02
EVBG,2022-11-08,Sep-22,0.17,0.27,0.1,58.82,2022-11-08
EVCM,2022-11-10,Sep-22,0.09,-0.04,-0.13,-144.44,2022-11-10
EVER,2022-11-01,Sep-22,-0.41,-0.2,0.21,51.22,2022-11-01
EVGO,2022-11-02,Sep-22,-0.16,-0.19,-0.03,-18.75,2022-11-02
EVH,2022-11-02,Sep-22,0.08,0.59,0.51,637.5,2022-11-02
EVR,2022-10-26,Sep-22,1.35,2.2,0.85,62.96,2022-10-26
EVRG,2022-11-04,Sep-22,1.89,2.01,0.12,6.35,2022-11-04
EVRI,2022-11-08,Sep-22,0.35,0.3,-0.05,-14.29,2022-11-08
EVTC,2022-11-02,Sep-22,0.58,0.4,-0.18,-31.03,2022-11-02
EW,2022-10-27,Sep-22,0.62,0.61,-0.01,-1.61,2022-10-27
EWBC,2022-10-20,Sep-22,2.09,2.08,-0.01,-0.48,2022-10-20
EWCZ,2022-11-03,Sep-22,0.09,0.12,0.03,33.33,2022-11-03
EWTX,2022-11-03,Sep-22,-0.36,-0.34,0.02,5.56,2022-11-03
EXAS,2022-11-03,Sep-22,-1.1,-0.84,0.26,23.64,2022-11-03
EXC,2022-11-03,Sep-22,0.72,0.75,0.03,4.17,2022-11-03
EXEL,2022-11-01,Sep-22,0.25,0.31,0.06,24,2022-11-01
EXLS,2022-10-27,Sep-22,1.4,1.54,0.14,10,2022-10-27
EXP,2022-10-26,Sep-22,3.58,3.72,0.14,3.91,2022-10-26
EXPD,2022-11-08,Sep-22,1.92,2.54,0.62,32.29,2022-11-08
EXPE,2022-11-03,Sep-22,3.89,4.05,0.16,4.11,2022-11-03
EXPI,2022-11-02,Sep-22,0.06,0.03,-0.03,-50,2022-11-02
EXPO,2022-10-27,Sep-22,0.42,0.47,0.05,11.9,2022-10-27
EXR,2022-11-01,Sep-22,2.18,2.21,0.03,1.38,2022-11-01
EXTR,2022-10-27,Sep-22,0.18,0.2,0.02,11.11,2022-10-27
EYE,2022-11-10,Sep-22,0.08,0.15,0.07,87.5,2022-11-10
EZPW,2022-11-16,Sep-22,0.11,0.15,0.04,36.36,2022-11-16
F,2022-10-26,Sep-22,0.31,0.3,-0.01,-3.23,2022-10-26
FA,2022-11-08,Sep-22,0.28,0.26,-0.02,-7.14,2022-11-08
FAF,2022-10-27,Sep-22,1.5,1.62,0.12,8,2022-10-27
FANG,2022-11-07,Sep-22,6.51,6.48,-0.03,-0.46,2022-11-07
FAST,2022-10-13,Sep-22,0.48,0.5,0.02,4.17,2022-10-13
FATE,2022-11-03,Sep-22,-0.93,-0.86,0.07,7.53,2022-11-03
FBIZ,2022-10-27,Sep-22,1,1.25,0.25,25,2022-10-27
FBK,2022-10-17,Sep-22,0.81,0.68,-0.13,-16.05,2022-10-17
FBMS,2022-10-27,Sep-22,0.78,0.85,0.07,8.97,2022-10-27
FBNC,2022-10-26,Sep-22,0.98,1.06,0.08,8.16,2022-10-26
FBP,2022-10-25,Sep-22,0.39,0.4,0.01,2.56,2022-10-25
FC,2022-11-02,Aug-22,0.27,0.39,0.12,44.44,2022-11-02
FCEL,2022-12-20,Oct-22,-0.07,-0.11,-0.04,-57.14,2022-12-20
FCF,2022-10-25,Sep-22,0.38,0.37,-0.01,-2.63,2022-10-25
FCFS,2022-10-27,Sep-22,1.19,1.3,0.11,9.24,2022-10-27
FCN,2022-10-27,Sep-22,2.04,2.15,0.11,5.39,2022-10-27
FCNCA,2022-10-27,Sep-22,19.88,20.77,0.89,4.48,2022-10-27
FCPT,2022-11-01,Sep-22,0.41,0.3,-0.11,-26.83,2022-11-01
FCX,2022-10-20,Sep-22,0.34,0.26,-0.08,-23.53,2022-10-20
FDMT,2022-11-08,Sep-22,-0.85,-0.79,0.06,7.06,2022-11-08
FDS,2022-09-22,Aug-22,3.25,3.13,-0.12,-3.69,2022-09-22
FDX,2022-09-22,Aug-22,3.69,3.44,-0.25,-6.78,2022-09-22
FE,2022-10-25,Sep-22,0.77,0.79,0.02,2.6,2022-10-25
FELE,2022-10-25,Sep-22,1.28,1.26,-0.02,-1.56,2022-10-25
FFBC,2022-10-20,Sep-22,0.6,0.61,0.01,1.67,2022-10-20
FFIC,2022-10-25,Sep-22,0.61,0.62,0.01,1.64,2022-10-25
FFIN,2022-10-20,Sep-22,0.41,0.41,0,0,2022-10-20
FFIV,2022-10-25,Sep-22,2.54,2.62,0.08,3.15,2022-10-25
FFWM,2022-10-25,Sep-22,0.52,0.51,-0.01,-1.92,2022-10-25
FGEN,2022-11-07,Sep-22,-0.83,-0.98,-0.15,-18.07,2022-11-07
FHB,2022-10-28,Sep-22,0.54,0.54,0,0,2022-10-28
FHI,2022-10-27,Sep-22,0.69,0.78,0.09,13.04,2022-10-27
FHN,2022-10-18,Sep-22,0.45,0.44,-0.01,-2.22,2022-10-18
FIBK,2022-10-25,Sep-22,0.92,1.01,0.09,9.78,2022-10-25
FICO,2022-11-09,Sep-22,4.4,4.4,0,0,2022-11-09
FIGS,2022-11-10,Sep-22,0.02,0.02,0,0,2022-11-10
FIS,2022-11-03,Sep-22,1.75,1.74,-0.01,-0.57,2022-11-03
FISI,2022-10-27,Sep-22,0.93,0.88,-0.05,-5.38,2022-10-27
FISV,2022-10-27,Sep-22,1.7,1.63,-0.07,-4.12,2022-10-27
FITB,2022-10-20,Sep-22,0.98,0.93,-0.05,-5.1,2022-10-20
FIVE,2022-11-30,Oct-22,0.14,0.29,0.15,107.14,2022-11-30
FIVN,2022-11-07,Sep-22,0.36,0.39,0.03,8.33,2022-11-07
FIX,2022-10-26,Sep-22,1.47,1.67,0.2,13.61,2022-10-26
FIZZ,2022-12-08,Oct-22,0.31,0.39,0.08,25.81,2022-12-08
FL,2022-11-18,Oct-22,1.09,1.27,0.18,16.51,2022-11-18
FLGT,2022-11-07,Sep-22,0.17,0.32,0.15,88.24,2022-11-07
FLIC,2022-10-27,Sep-22,0.5,0.55,0.05,10,2022-10-27
FLNG,2022-11-15,Sep-22,0.8,0.79,-0.01,-1.25,2022-11-15
FLO,2022-11-10,Sep-22,0.28,0.3,0.02,7.14,2022-11-10
FLR,2022-11-04,Sep-22,0.48,0.07,-0.41,-85.42,2022-11-04
FLS,2022-10-31,Sep-22,0.24,0.09,-0.15,-62.5,2022-10-31
FLT,2022-11-02,Sep-22,4.19,4.24,0.05,1.19,2022-11-02
FLYW,2022-11-08,Sep-22,0.06,-0.04,-0.1,-166.67,2022-11-08
FMAO,2022-10-19,Sep-22,0.68,0.68,0,0,2022-10-19
FMBH,2022-10-27,Sep-22,0.94,0.9,-0.04,-4.26,2022-10-27
FMC,2022-11-01,Sep-22,1.1,1.23,0.13,11.82,2022-11-01
FMNB,2022-10-26,Sep-22,0.46,0.48,0.02,4.35,2022-10-26
FN,2022-11-07,Sep-22,1.74,1.97,0.23,13.22,2022-11-07
FNA,2022-11-10,Sep-22,-0.13,-0.13,0,0,2022-11-10
FNB,2022-10-18,Sep-22,0.36,0.39,0.03,8.33,2022-10-18
FND,2022-11-03,Sep-22,0.66,0.7,0.04,6.06,2022-11-03
FNF,2022-11-08,Sep-22,1.54,1.07,-0.47,-30.52,2022-11-08
FNKO,2022-11-03,Sep-22,0.49,0.28,-0.21,-42.86,2022-11-03
FOCS,2022-11-03,Sep-22,1.02,1.06,0.04,3.92,2022-11-03
FOLD,2022-11-07,Sep-22,-0.19,-0.12,0.07,36.84,2022-11-07
FOR,2022-11-09,Sep-22,0.48,1.02,0.54,112.5,2022-11-09
FORG,2022-11-09,Sep-22,-0.15,-0.01,0.14,93.33,2022-11-09
FORM,2022-10-26,Sep-22,0.22,0.24,0.02,9.09,2022-10-26
FORR,2022-11-02,Sep-22,0.39,0.57,0.18,46.15,2022-11-02
FOUR,2022-11-07,Sep-22,0.42,0.44,0.02,4.76,2022-11-07
FOXA,2022-11-01,Sep-22,1.15,1.21,0.06,5.22,2022-11-01
FOXF,2022-11-03,Sep-22,1.28,1.35,0.07,5.47,2022-11-03
FPI,2022-10-24,Sep-22,0.02,0.01,-0.01,-50,2022-10-24
FR,2022-10-19,Sep-22,0.56,0.6,0.04,7.14,2022-10-19
FRG,2022-11-03,Sep-22,0.72,0.59,-0.13,-18.06,2022-11-03
FRME,2022-10-25,Sep-22,1.1,1.12,0.02,1.82,2022-10-25
FRPT,2022-11-01,Sep-22,-0.23,-0.39,-0.16,-69.57,2022-11-01
FRT,2022-11-03,Sep-22,1.54,1.89,0.35,22.73,2022-11-03
FSBC,2022-10-24,Sep-22,0.68,0.68,0,0,2022-10-24
FSLR,2022-10-27,Sep-22,-0.23,-0.46,-0.23,-100,2022-10-27
FSLY,2022-11-02,Sep-22,-0.17,-0.14,0.03,17.65,2022-11-02
FSP,2022-11-01,Sep-22,0.09,0.17,0.08,88.89,2022-11-01
FSR,2022-11-02,Sep-22,-0.43,-0.47,-0.04,-9.3,2022-11-02
FSS,2022-11-03,Sep-22,0.53,0.53,0,0,2022-11-03
FTDR,2022-11-03,Sep-22,0.47,0.56,0.09,19.15,2022-11-03
FTNT,2022-11-02,Sep-22,0.27,0.33,0.06,22.22,2022-11-02
FTV,2022-10-26,Sep-22,0.76,0.79,0.03,3.95,2022-10-26
FUBO,2022-11-04,Sep-22,-0.73,-0.82,-0.09,-12.33,2022-11-04
FUL,2022-09-21,Aug-22,1.05,1.06,0.01,0.95,2022-09-21
FULC,2022-11-08,Sep-22,-0.62,-0.5,0.12,19.35,2022-11-08
FULT,2022-10-18,Sep-22,0.44,0.48,0.04,9.09,2022-10-18
FWONK,2022-11-04,Sep-22,0.16,0.31,0.15,93.75,2022-11-04
FWRD,2022-10-26,Sep-22,1.9,1.93,0.03,1.58,2022-10-26
FYBR,2022-11-02,Sep-22,0.21,0.49,0.28,133.33,2022-11-02
G,2022-11-09,Sep-22,0.68,0.75,0.07,10.29,2022-11-09
GABC,2022-10-31,Sep-22,0.82,0.83,0.01,1.22,2022-10-31
GATX,2022-10-25,Sep-22,1.15,1.12,-0.03,-2.61,2022-10-25
GBCI,2022-10-20,Sep-22,0.73,0.72,-0.01,-1.37,2022-10-20
GBIO,2022-11-03,Sep-22,-0.67,-0.53,0.14,20.9,2022-11-03
GBX,2022-10-27,Aug-22,0.43,0.6,0.17,39.53,2022-10-27
GCMG,2022-11-09,Sep-22,0.11,0.14,0.03,27.27,2022-11-09
GCO,2022-12-02,Oct-22,1.57,1.65,0.08,5.1,2022-12-02
GD,2022-10-26,Sep-22,3.16,3.26,0.1,3.16,2022-10-26
GDDY,2022-11-03,Sep-22,0.58,0.63,0.05,8.62,2022-11-03
GDEN,2022-11-03,Sep-22,0.57,0.45,-0.12,-21.05,2022-11-03
GDOT,2022-11-09,Sep-22,0.36,0.44,0.08,22.22,2022-11-09
GDYN,2022-11-03,Sep-22,0.12,0.15,0.03,25,2022-11-03
GE,2022-10-25,Sep-22,0.47,0.35,-0.12,-25.53,2022-10-25
GEF,2022-12-07,Oct-22,1.97,1.83,-0.14,-7.11,2022-12-07
GEN,2022-11-08,Sep-22,0.45,0.45,0,0,2022-11-08
GEO,2022-10-27,Sep-22,0.56,0.6,0.04,7.14,2022-10-27
GERN,2022-11-03,Sep-22,-0.09,-0.1,-0.01,-11.11,2022-11-03
GES,2022-11-22,Oct-22,0.55,0.44,-0.11,-20,2022-11-22
GEVO,2022-11-08,Sep-22,-0.06,-0.19,-0.13,-216.67,2022-11-08
GFF,2022-11-17,Sep-22,0.84,1.09,0.25,29.76,2022-11-17
GFS,2022-11-08,Sep-22,0.62,0.67,0.05,8.06,2022-11-08
GGG,2022-10-26,Sep-22,0.65,0.66,0.01,1.54,2022-10-26
GH,2022-11-03,Sep-22,-1.27,-1.58,-0.31,-24.41,2022-11-03
GIII,2022-11-30,Oct-22,1.85,1.35,-0.5,-27.03,2022-11-30
GILD,2022-10-27,Sep-22,1.44,1.9,0.46,31.94,2022-10-27
GIS,2022-09-21,Aug-22,1,1.11,0.11,11,2022-09-21
GKOS,2022-11-02,Sep-22,-0.53,-0.45,0.08,15.09,2022-11-02
GL,2022-10-26,Sep-22,2.11,2.15,0.04,1.9,2022-10-26
GLDD,2022-11-01,Sep-22,0.08,-0.15,-0.23,-287.5,2022-11-01
GLNG,2022-11-16,Sep-22,0.24,0.44,0.2,83.33,2022-11-16
GLOB,2022-11-17,Sep-22,1.26,1.27,0.01,0.79,2022-11-17
GLPI,2022-10-27,Sep-22,0.88,0.89,0.01,1.14,2022-10-27
GLW,2022-10-25,Sep-22,0.51,0.51,0,0,2022-10-25
GM,2022-10-25,Sep-22,1.89,2.25,0.36,19.05,2022-10-25
GME,2022-12-07,Oct-22,-0.29,-0.31,-0.02,-6.9,2022-12-07
GMED,2022-11-08,Sep-22,0.52,0.5,-0.02,-3.85,2022-11-08
GMRE,2022-11-02,Sep-22,0.26,0.12,-0.14,-53.85,2022-11-02
GMS,2022-12-08,Oct-22,2.33,2.79,0.46,19.74,2022-12-08
GNK,2022-11-09,Sep-22,0.88,1,0.12,13.64,2022-11-09
GNL,2022-11-03,Sep-22,0.43,0.09,-0.34,-79.07,2022-11-03
GNRC,2022-11-02,Sep-22,1.62,1.75,0.13,8.02,2022-11-02
GNTX,2022-10-28,Sep-22,0.39,0.31,-0.08,-20.51,2022-10-28
GNTY,2022-10-17,Sep-22,0.91,1.15,0.24,26.37,2022-10-17
GO,2022-11-08,Sep-22,0.25,0.27,0.02,8,2022-11-08
GOEV,2022-11-09,Sep-22,-0.48,-0.42,0.06,12.5,2022-11-09
GOGO,2022-11-03,Sep-22,0.14,0.15,0.01,7.14,2022-11-03
GOLF,2022-11-03,Sep-22,0.59,0.72,0.13,22.03,2022-11-03
GOOD,2022-11-07,Sep-22,0.37,0.44,0.07,18.92,2022-11-07
GOOG,2022-10-25,Sep-22,1.25,1.06,-0.19,-15.2,2022-10-25
GOOGL,2022-10-25,Sep-22,1.25,1.06,-0.19,-15.2,2022-10-25
GOSS,2022-11-03,Sep-22,-0.66,-0.65,0.01,1.52,2022-11-03
GPC,2022-10-20,Sep-22,2.03,2.23,0.2,9.85,2022-10-20
GPI,2022-10-26,Sep-22,10.99,12,1.01,9.19,2022-10-26
GPK,2022-10-25,Sep-22,0.59,0.67,0.08,13.56,2022-10-25
GPMT,2022-11-08,Sep-22,0.21,0.17,-0.04,-19.05,2022-11-08
GPN,2022-10-31,Sep-22,2.49,2.48,-0.01,-0.4,2022-10-31
GPOR,2022-11-01,Sep-22,4.31,3.69,-0.62,-14.39,2022-11-01
GPRE,2022-11-03,Sep-22,-0.18,-1.27,-1.09,-605.56,2022-11-03
GPRO,2022-11-03,Sep-22,0.16,0.19,0.03,18.75,2022-11-03
GPS,2022-11-17,Oct-22,-0.02,0.71,0.73,3650,2022-11-17
GRBK,2022-11-02,Sep-22,1.33,1.57,0.24,18.05,2022-11-02
GRMN,2022-10-26,Sep-22,1.1,1.24,0.14,12.73,2022-10-26
GRWG,2022-11-07,Sep-22,-0.12,-0.12,0,0,2022-11-07
GS,2022-10-18,Sep-22,7.47,8.25,0.78,10.44,2022-10-18
GSAT,2022-11-03,Sep-22,-0.01,-0.11,-0.1,-1000,2022-11-03
GSBC,2022-10-19,Sep-22,1.59,1.46,-0.13,-8.18,2022-10-19
GSHD,2022-10-26,Sep-22,0.18,0.24,0.06,33.33,2022-10-26
GT,2022-10-31,Sep-22,0.61,0.4,-0.21,-34.43,2022-10-31
GTES,2022-11-04,Sep-22,0.3,0.31,0.01,3.33,2022-11-04
GTLS,2022-10-28,Sep-22,1.21,1.32,0.11,9.09,2022-10-28
GTN,2022-11-04,Sep-22,1.41,1.03,-0.38,-26.95,2022-11-04
GTY,2022-10-26,Sep-22,0.5,0.54,0.04,8,2022-10-26
GVA,2022-10-27,Sep-22,1.12,1.41,0.29,25.89,2022-10-27
