ticker,date,period_ending,estimate,reported,surprise,surprise%,
STRC,2022-11-08,Sep-22,-0.14,-0.12,0.02,14.29,2022-11-08
STRL,2022-10-31,Sep-22,0.87,0.97,0.1,11.49,2022-10-31
STRO,2022-11-08,Sep-22,-0.15,-0.37,-0.22,-146.67,2022-11-08
STT,2022-10-18,Sep-22,1.79,1.82,0.03,1.68,2022-10-18
STWD,2022-11-09,Sep-22,0.51,0.51,0,0,2022-11-09
STZ,2022-10-06,Aug-22,2.88,3.17,0.29,10.07,2022-10-06
SUI,2022-10-24,Sep-22,2.52,2.65,0.13,5.16,2022-10-24
SUM,2022-11-02,Sep-22,0.76,0.7,-0.06,-7.89,2022-11-02
SUMO,2022-12-05,Oct-22,-0.15,-0.04,0.11,73.33,2022-12-05
SUPN,2022-11-08,Sep-22,0.32,0.03,-0.29,-90.63,2022-11-08
SVC,2022-11-03,Sep-22,0.47,0.54,0.07,14.89,2022-11-03
SWAV,2022-11-07,Sep-22,0.68,0.92,0.24,35.29,2022-11-07
SWI,2022-11-03,Sep-22,0.21,0.2,-0.01,-4.76,2022-11-03
SWK,2022-10-27,Sep-22,0.73,0.76,0.03,4.11,2022-10-27
SWKS,2022-11-03,Sep-22,2.91,3.02,0.11,3.78,2022-11-03
SWN,2022-10-27,Sep-22,0.3,0.32,0.02,6.67,2022-10-27
SWTX,2022-11-03,Sep-22,-1.31,-1.37,-0.06,-4.58,2022-11-03
SWX,2022-11-09,Sep-22,0.28,-0.05,-0.33,-117.86,2022-11-09
SXC,2022-10-31,Sep-22,0.16,0.49,0.33,206.25,2022-10-31
SXI,2022-11-03,Sep-22,1.6,1.6,0,0,2022-11-03
SYBT,2022-10-26,Sep-22,0.93,0.97,0.04,4.3,2022-10-26
SYF,2022-10-25,Sep-22,1.42,1.47,0.05,3.52,2022-10-25
SYK,2022-10-31,Sep-22,2.24,2.12,-0.12,-5.36,2022-10-31
SYNA,2022-11-03,Sep-22,3.3,3.52,0.22,6.67,2022-11-03
SYNH,2022-11-03,Sep-22,1.32,1.23,-0.09,-6.82,2022-11-03
SYY,2022-11-01,Sep-22,0.99,0.97,-0.02,-2.02,2022-11-01
T,2022-10-20,Sep-22,0.61,0.68,0.07,11.48,2022-10-20
TA,2022-11-01,Sep-22,2.01,2.54,0.53,26.37,2022-11-01
TALO,2022-11-02,Sep-22,0.32,0.75,0.43,134.38,2022-11-02
TAP,2022-11-01,Sep-22,1.36,1.32,-0.04,-2.94,2022-11-01
TARS,2022-11-09,Sep-22,-0.98,-0.84,0.14,14.29,2022-11-09
TBBK,2022-10-27,Sep-22,0.59,0.54,-0.05,-8.47,2022-10-27
TBPH,2022-11-07,Sep-22,-0.22,-0.21,0.01,4.55,2022-11-07
TCBI,2022-10-19,Sep-22,1.03,0.74,-0.29,-28.16,2022-10-19
TCBK,2022-10-26,Sep-22,1.05,1.12,0.07,6.67,2022-10-26
TCMD,2022-11-07,Sep-22,-0.1,0.1,0.2,200,2022-11-07
TDC,2022-11-07,Sep-22,0.28,0.31,0.03,10.71,2022-11-07
TDG,2022-11-10,Sep-22,4.94,5.5,0.56,11.34,2022-11-10
TDOC,2022-10-26,Sep-22,-0.59,-0.45,0.14,23.73,2022-10-26
TDY,2022-10-26,Sep-22,4.3,4.54,0.24,5.58,2022-10-26
TEAM,2022-11-03,Sep-22,0.38,0.36,-0.02,-5.26,2022-11-03
TECH,2022-11-01,Sep-22,0.46,0.45,-0.01,-2.17,2022-11-01
TELL,2022-11-02,Sep-22,0.01,-0.03,-0.04,-400,2022-11-02
TENB,2022-10-25,Sep-22,0.03,0.15,0.12,400,2022-10-25
TER,2022-10-25,Sep-22,1.04,1.15,0.11,10.58,2022-10-25
TEX,2022-10-27,Sep-22,1.05,1.2,0.15,14.29,2022-10-27
TFC,2022-10-18,Sep-22,1.26,1.24,-0.02,-1.59,2022-10-18
TFSL,2022-10-27,Sep-22,0.08,0.09,0.01,12.5,2022-10-27
TFX,2022-10-27,Sep-22,3.1,3.27,0.17,5.48,2022-10-27
TGH,2022-11-01,Sep-22,1.5,1.64,0.14,9.33,2022-11-01
TGI,2022-11-08,Sep-22,-0.04,0.07,0.11,275,2022-11-08
TGNA,2022-11-09,Sep-22,0.72,0.65,-0.07,-9.72,2022-11-09
TGT,2022-11-16,Oct-22,2.15,1.54,-0.61,-28.37,2022-11-16
TGTX,2022-11-10,Sep-22,-0.33,-0.26,0.07,21.21,2022-11-10
TH,2022-11-09,Sep-22,0.55,0.41,-0.14,-25.45,2022-11-09
THC,2022-10-20,Sep-22,1.28,1.44,0.16,12.5,2022-10-20
THFF,2022-10-25,Sep-22,1.39,1.5,0.11,7.91,2022-10-25
THG,2022-11-01,Sep-22,0.97,0.99,0.02,2.06,2022-11-01
THO,2022-12-07,Oct-22,2.09,2.53,0.44,21.05,2022-12-07
THR,2022-11-03,Sep-22,0.21,0.38,0.17,80.95,2022-11-03
THRM,2022-11-02,Sep-22,0.56,0.7,0.14,25,2022-11-02
THRY,2022-11-03,Sep-22,0.53,0.37,-0.16,-30.19,2022-11-03
THS,2022-11-07,Sep-22,0.13,0.18,0.05,38.46,2022-11-07
TIL,2022-11-14,Sep-22,-0.44,-0.37,0.07,15.91,2022-11-14
TILE,2022-11-04,Sep-22,0.24,0.3,0.06,25,2022-11-04
TITN,2022-11-30,Oct-22,1.15,1.83,0.68,59.13,2022-11-30
TJX,2022-11-16,Oct-22,0.8,0.86,0.06,7.5,2022-11-16
TKR,2022-10-26,Sep-22,1.33,1.52,0.19,14.29,2022-10-26
TLS,2022-11-09,Sep-22,0.02,0.1,0.08,400,2022-11-09
TMCI,2022-11-08,Sep-22,-0.28,-0.22,0.06,21.43,2022-11-08
TMDX,2022-11-03,Sep-22,-0.4,-0.25,0.15,37.5,2022-11-03
TMHC,2022-10-26,Sep-22,2.5,2.72,0.22,8.8,2022-10-26
TMO,2022-10-26,Sep-22,4.78,5.08,0.3,6.28,2022-10-26
TMP,2022-10-28,Sep-22,1.6,1.48,-0.12,-7.5,2022-10-28
TMST,2022-11-03,Sep-22,0.25,-0.09,-0.34,-136,2022-11-03
TMUS,2022-10-27,Sep-22,0.53,0.4,-0.13,-24.53,2022-10-27
TNDM,2022-11-02,Sep-22,-0.03,-0.27,-0.24,-800,2022-11-02
TNET,2022-10-25,Sep-22,1.02,1.64,0.62,60.78,2022-10-25
TNK,2022-11-03,Sep-22,1.81,1.7,-0.11,-6.08,2022-11-03
TNL,2022-10-27,Sep-22,1.29,1.28,-0.01,-0.78,2022-10-27
TOL,2022-12-06,Oct-22,3.88,4.67,0.79,20.36,2022-12-06
TOST,2022-11-10,Sep-22,-0.22,-0.19,0.03,13.64,2022-11-10
TPB,2022-10-26,Sep-22,0.56,0.72,0.16,28.57,2022-10-26
TPC,2022-11-02,Sep-22,0.01,-0.63,-0.64,-6400,2022-11-02
TPH,2022-10-27,Sep-22,1.17,1.45,0.28,23.93,2022-10-27
TPIC,2022-11-03,Sep-22,-0.21,-0.39,-0.18,-85.71,2022-11-03
TPL,2022-11-02,Sep-22,14.38,16.82,2.44,16.97,2022-11-02
TPR,2022-11-10,Sep-22,0.74,0.79,0.05,6.76,2022-11-10
TPX,2022-11-03,Sep-22,0.74,0.78,0.04,5.41,2022-11-03
TRC,2022-11-07,Sep-22,0.16,0.38,0.22,137.5,2022-11-07
TREE,2022-11-03,Sep-22,-0.89,-0.36,0.53,59.55,2022-11-03
TREX,2022-10-31,Sep-22,0.15,0.14,-0.01,-6.67,2022-10-31
TRGP,2022-11-03,Sep-22,1.23,0.84,-0.39,-31.71,2022-11-03
TRIP,2022-11-07,Sep-22,0.39,0.28,-0.11,-28.21,2022-11-07
TRMB,2022-11-02,Sep-22,0.66,0.66,0,0,2022-11-02
TRMK,2022-10-25,Sep-22,0.64,0.69,0.05,7.81,2022-10-25
TRN,2022-10-25,Sep-22,0.31,0.34,0.03,9.68,2022-10-25
TRNO,2022-11-02,Sep-22,0.5,0.29,-0.21,-42,2022-11-02
TRNS,2022-10-31,Sep-22,0.38,0.31,-0.07,-18.42,2022-10-31
TROW,2022-10-27,Sep-22,1.83,1.86,0.03,1.64,2022-10-27
TROX,2022-10-26,Sep-22,0.78,0.69,-0.09,-11.54,2022-10-26
TRS,2022-10-27,Sep-22,0.61,0.4,-0.21,-34.43,2022-10-27
TRST,2022-10-24,Sep-22,0.88,1.01,0.13,14.77,2022-10-24
TRTN,2022-11-01,Sep-22,2.76,2.88,0.12,4.35,2022-11-01
TRTX,2022-11-01,Sep-22,0.21,0.19,-0.02,-9.52,2022-11-01
TRU,2022-10-25,Sep-22,0.92,0.93,0.01,1.09,2022-10-25
TRUP,2022-11-03,Sep-22,-0.29,-0.32,-0.03,-10.34,2022-11-03
TRV,2022-10-19,Sep-22,1.77,2.2,0.43,24.29,2022-10-19
TSCO,2022-10-20,Sep-22,2.09,2.1,0.01,0.48,2022-10-20
TSE,2022-11-02,Sep-22,-2.54,-2.91,-0.37,-14.57,2022-11-02
TSLA,2022-10-19,Sep-22,0.95,1.05,0.1,10.53,2022-10-19
TSN,2022-11-14,Sep-22,1.7,1.63,-0.07,-4.12,2022-11-14
TSP,2022-10-31,Sep-22,-0.58,-0.5,0.08,13.79,2022-10-31
TT,2022-11-02,Sep-22,2.12,2.27,0.15,7.08,2022-11-02
TTC,2022-12-21,Oct-22,1.11,1.11,0,0,2022-12-21
TTCF,2022-11-15,Sep-22,-0.18,-0.46,-0.28,-155.56,2022-11-15
TTD,2022-11-09,Sep-22,0.24,0.26,0.02,8.33,2022-11-09
TTEC,2022-11-09,Sep-22,0.61,0.74,0.13,21.31,2022-11-09
TTEK,2022-11-09,Sep-22,1.17,1.26,0.09,7.69,2022-11-09
TTGT,2022-11-09,Sep-22,0.68,0.68,0,0,2022-11-09
TTI,2022-10-31,Sep-22,0.03,0.02,-0.01,-33.33,2022-10-31
TTMI,2022-11-02,Sep-22,0.43,0.56,0.13,30.23,2022-11-02
TTWO,2022-11-07,Sep-22,1.37,1.25,-0.12,-8.76,2022-11-07
TUP,2022-11-02,Sep-22,0.5,0.14,-0.36,-72,2022-11-02
TW,2022-10-27,Sep-22,0.44,0.45,0.01,2.27,2022-10-27
TWI,2022-11-07,Sep-22,0.49,0.54,0.05,10.2,2022-11-07
TWKS,2022-11-14,Sep-22,0.11,0.08,-0.03,-27.27,2022-11-14
TWLO,2022-11-03,Sep-22,-0.39,-0.27,0.12,30.77,2022-11-03
TWNK,2022-11-02,Sep-22,0.21,0.23,0.02,9.52,2022-11-02
TWO,2022-11-08,Sep-22,0.64,0.61,-0.03,-4.69,2022-11-08
TWOU,2022-11-07,Sep-22,-0.02,-0.05,-0.03,-150,2022-11-07
TWST,2022-11-18,Sep-22,-1.28,-0.91,0.37,28.91,2022-11-18
TXG,2022-11-02,Sep-22,-0.45,-0.37,0.08,17.78,2022-11-02
TXN,2022-10-25,Sep-22,2.37,2.45,0.08,3.38,2022-10-25
TXRH,2022-10-27,Sep-22,0.87,0.93,0.06,6.9,2022-10-27
TXT,2022-10-27,Sep-22,0.94,1.06,0.12,12.77,2022-10-27
TYL,2022-10-26,Sep-22,1.87,2.06,0.19,10.16,2022-10-26
U,2022-11-09,Sep-22,-0.14,-0.14,0,0,2022-11-09
UAA,2022-11-03,Sep-22,0.16,0.2,0.04,25,2022-11-03
UAL,2022-10-18,Sep-22,2.21,2.81,0.6,27.15,2022-10-18
UBA,2022-12-15,Oct-22,0.39,0.39,0,0,2022-12-15
UBER,2022-11-01,Sep-22,-0.17,-0.61,-0.44,-258.82,2022-11-01
UBSI,2022-10-27,Sep-22,0.67,0.76,0.09,13.43,2022-10-27
UCBI,2022-10-18,Sep-22,0.75,0.75,0,0,2022-10-18
UCTT,2022-10-26,Sep-22,1.06,1.06,0,0,2022-10-26
UDMY,2022-11-02,Sep-22,-0.18,-0.15,0.03,16.67,2022-11-02
UDR,2022-10-26,Sep-22,0.59,0.6,0.01,1.69,2022-10-26
UE,2022-11-03,Sep-22,0.3,0.1,-0.2,-66.67,2022-11-03
UEC,2022-12-19,Oct-22,-0.02,-0.01,0.01,50,2022-12-19
UFCS,2022-11-02,Sep-22,-0.48,-0.47,0.01,2.08,2022-11-02
UFPI,2022-10-20,Sep-22,2.51,2.66,0.15,5.98,2022-10-20
UHAL,2022-11-09,Sep-22,2.06,1.8,-0.26,-12.62,2022-11-09
UHS,2022-10-25,Sep-22,2.4,2.54,0.14,5.83,2022-10-25
UI,2022-11-04,Sep-22,1.74,1.54,-0.2,-11.49,2022-11-04
ULCC,2022-10-26,Sep-22,0.1,0.14,0.04,40,2022-10-26
ULH,2022-10-27,Sep-22,1.35,1.84,0.49,36.3,2022-10-27
ULTA,2022-12-01,Oct-22,4.09,5.34,1.25,30.56,2022-12-01
UMBF,2022-10-25,Sep-22,2.16,1.82,-0.34,-15.74,2022-10-25
UMH,2022-11-08,Sep-22,0.22,0.21,-0.01,-4.55,2022-11-08
UNF,2022-10-19,Aug-22,1.76,1.79,0.03,1.7,2022-10-19
UNFI,2022-12-07,Oct-22,1.14,1.13,-0.01,-0.88,2022-12-07
UNH,2022-10-14,Sep-22,5.45,5.79,0.34,6.24,2022-10-14
UNIT,2022-11-03,Sep-22,0.42,-0.66,-1.08,-257.14,2022-11-03
UNM,2022-11-01,Sep-22,1.4,1.51,0.11,7.86,2022-11-01
UNP,2022-10-20,Sep-22,3.06,3.19,0.13,4.25,2022-10-20
UNVR,2022-11-01,Sep-22,0.75,0.84,0.09,12,2022-11-01
UPS,2022-10-25,Sep-22,2.84,2.99,0.15,5.28,2022-10-25
UPST,2022-11-08,Sep-22,-0.07,-0.24,-0.17,-242.86,2022-11-08
UPWK,2022-10-26,Sep-22,-0.08,-0.03,0.05,62.5,2022-10-26
URBN,2022-11-21,Oct-22,0.41,0.4,-0.01,-2.44,2022-11-21
URG,2022-11-01,Sep-22,-0.01,-0.03,-0.02,-200,2022-11-01
URI,2022-10-26,Sep-22,9,9.27,0.27,3,2022-10-26
USB,2022-10-14,Sep-22,1.17,1.18,0.01,0.85,2022-10-14
USFD,2022-11-10,Sep-22,0.59,0.6,0.01,1.69,2022-11-10
USM,2022-11-03,Sep-22,0.2,-0.15,-0.35,-175,2022-11-03
USNA,2022-10-25,Sep-22,0.89,0.78,-0.11,-12.36,2022-10-25
USPH,2022-11-02,Sep-22,0.55,0.58,0.03,5.45,2022-11-02
UTHR,2022-11-02,Sep-22,3.56,4.91,1.35,37.92,2022-11-02
UTL,2022-11-01,Sep-22,0.01,0.03,0.02,200,2022-11-01
UTZ,2022-11-10,Sep-22,0.14,0.16,0.02,14.29,2022-11-10
UUUU,2022-11-04,Sep-22,-0.03,-0.06,-0.03,-100,2022-11-04
UVE,2022-10-27,Sep-22,-2.51,-2.27,0.24,9.56,2022-10-27
UVSP,2022-10-26,Sep-22,0.67,0.71,0.04,5.97,2022-10-26
UWMC,2022-11-04,Sep-22,0.03,0.16,0.13,433.33,2022-11-04
V,2022-10-25,Sep-22,1.86,1.93,0.07,3.76,2022-10-25
VAC,2022-10-31,Sep-22,2.63,3.02,0.39,14.83,2022-10-31
VBTX,2022-10-25,Sep-22,0.79,0.8,0.01,1.27,2022-10-25
VC,2022-10-27,Sep-22,1.23,1.58,0.35,28.46,2022-10-27
VCEL,2022-11-09,Sep-22,-0.12,-0.14,-0.02,-16.67,2022-11-09
VCSA,2022-11-09,Sep-22,0.06,0.04,-0.02,-33.33,2022-11-09
VCTR,2022-11-03,Sep-22,1.09,1.19,0.1,9.17,2022-11-03
VCYT,2022-11-02,Sep-22,-0.24,-0.12,0.12,50,2022-11-02
VECO,2022-11-07,Sep-22,0.41,0.45,0.04,9.76,2022-11-07
VEEV,2022-12-01,Oct-22,1.07,1.13,0.06,5.61,2022-12-01
VERU,2022-12-05,Sep-22,-0.29,-0.51,-0.22,-75.86,2022-12-05
VERV,2022-11-07,Sep-22,-0.75,-0.79,-0.04,-5.33,2022-11-07
VFC,2022-10-26,Sep-22,0.74,0.73,-0.01,-1.35,2022-10-26
VGR,2022-11-01,Sep-22,0.26,0.24,-0.02,-7.69,2022-11-01
VIAV,2022-11-03,Sep-22,0.23,0.23,0,0,2022-11-03
VICI,2022-10-27,Sep-22,0.49,0.34,-0.15,-30.61,2022-10-27
VIR,2022-11-03,Sep-22,0.01,1.3,1.29,12900,2022-11-03
VIRT,2022-11-03,Sep-22,0.54,0.61,0.07,12.96,2022-11-03
VITL,2022-11-03,Sep-22,0.01,0.02,0.01,100,2022-11-03
VLO,2022-10-25,Sep-22,7,7.14,0.14,2,2022-10-25
VLY,2022-10-27,Sep-22,0.34,0.35,0.01,2.94,2022-10-27
VMC,2022-11-02,Sep-22,1.71,1.78,0.07,4.09,2022-11-02
VMEO,2022-11-02,Sep-22,-0.18,-0.13,0.05,27.78,2022-11-02
VMI,2022-10-26,Sep-22,3.46,3.49,0.03,0.87,2022-10-26
VMW,2022-11-22,Oct-22,1.6,1.47,-0.13,-8.13,2022-11-22
VNDA,2022-11-02,Sep-22,0.1,0.06,-0.04,-40,2022-11-02
VNO,2022-10-31,Sep-22,0.74,0.81,0.07,9.46,2022-10-31
VNT,2022-11-03,Sep-22,0.87,0.86,-0.01,-1.15,2022-11-03
VOYA,2022-11-01,Sep-22,1.25,2.3,1.05,84,2022-11-01
VRAY,2022-11-01,Sep-22,-0.14,-0.14,0,0,2022-11-01
VREX,2022-11-15,Sep-22,0.21,0.32,0.11,52.38,2022-11-15
VRNS,2022-10-31,Sep-22,0.06,0.05,-0.01,-16.67,2022-10-31
VRNT,2022-12-07,Oct-22,0.58,0.69,0.11,18.97,2022-12-07
VRRM,2022-11-02,Sep-22,0.27,0.27,0,0,2022-11-02
VRSK,2022-11-01,Sep-22,1.46,1.46,0,0,2022-11-01
VRSN,2022-10-27,Sep-22,1.57,1.58,0.01,0.64,2022-10-27
VRT,2022-10-26,Sep-22,0.21,0.23,0.02,9.52,2022-10-26
VRTS,2022-10-26,Sep-22,6.39,5.76,-0.63,-9.86,2022-10-26
VRTV,2022-11-08,Sep-22,5.11,5.82,0.71,13.89,2022-11-08
VRTX,2022-10-27,Sep-22,3.69,4.01,0.32,8.67,2022-10-27
VSAT,2022-11-08,Sep-22,0.22,-0.97,-1.19,-540.91,2022-11-08
VSCO,2022-11-30,Oct-22,0.23,0.29,0.06,26.09,2022-11-30
VSEC,2022-10-26,Sep-22,0.69,0.76,0.07,10.14,2022-10-26
VSH,2022-11-02,Sep-22,0.85,0.93,0.08,9.41,2022-11-02
VST,2022-11-04,Sep-22,1.75,1.51,-0.24,-13.71,2022-11-04
VSTO,2022-11-02,Sep-22,1.69,1.71,0.02,1.18,2022-11-02
VTNR,2022-11-08,Sep-22,0.03,-0.01,-0.04,-133.33,2022-11-08
VTR,2022-11-03,Sep-22,0.76,0.76,0,0,2022-11-03
VUZI,2022-11-09,Sep-22,-0.16,-0.15,0.01,6.25,2022-11-09
VVI,2022-11-03,Sep-22,2.27,1.48,-0.79,-34.8,2022-11-03
VVV,2022-11-15,Sep-22,0.56,0.59,0.03,5.36,2022-11-15
VXRT,2022-11-08,Sep-22,-0.24,-0.23,0.01,4.17,2022-11-08
VZ,2022-10-21,Sep-22,1.28,1.32,0.04,3.13,2022-10-21
VZIO,2022-11-09,Sep-22,0.01,0.01,0,0,2022-11-09
W,2022-11-03,Sep-22,-2.11,-2.11,0,0,2022-11-03
WAB,2022-11-01,Sep-22,1.2,1.22,0.02,1.67,2022-11-01
WABC,2022-10-20,Sep-22,1.02,1.29,0.27,26.47,2022-10-20
WAFD,2022-10-13,Sep-22,0.91,1.07,0.16,17.58,2022-10-13
WAL,2022-10-20,Sep-22,2.6,2.42,-0.18,-6.92,2022-10-20
WASH,2022-10-24,Sep-22,1.04,1.08,0.04,3.85,2022-10-24
WAT,2022-11-01,Sep-22,2.57,2.64,0.07,2.72,2022-11-01
WBA,2022-10-13,Aug-22,0.78,0.8,0.02,2.56,2022-10-13
WBD,2022-11-03,Sep-22,0.02,0.17,0.15,750,2022-11-03
WBS,2022-10-20,Sep-22,1.4,1.46,0.06,4.29,2022-10-20
WCC,2022-11-03,Sep-22,4.35,4.49,0.14,3.22,2022-11-03
WD,2022-11-09,Sep-22,2,1.4,-0.6,-30,2022-11-09
WDAY,2022-11-29,Oct-22,0.84,0.99,0.15,17.86,2022-11-29
WDC,2022-10-27,Sep-22,0.3,0.2,-0.1,-33.33,2022-10-27
WDFC,2022-10-19,Aug-22,1.22,1.08,-0.14,-11.48,2022-10-19
WEC,2022-11-01,Sep-22,0.86,0.96,0.1,11.63,2022-11-01
WELL,2022-11-07,Sep-22,0.84,-0.01,-0.85,-101.19,2022-11-07
WEN,2022-11-09,Sep-22,0.23,0.24,0.01,4.35,2022-11-09
WERN,2022-11-02,Sep-22,0.97,0.9,-0.07,-7.22,2022-11-02
WEX,2022-10-27,Sep-22,3.43,3.51,0.08,2.33,2022-10-27
WFC,2022-10-14,Sep-22,1.09,1.3,0.21,19.27,2022-10-14
WFRD,2022-10-25,Sep-22,0.65,0.4,-0.25,-38.46,2022-10-25
WGO,2022-10-19,Aug-22,2.99,3.02,0.03,1,2022-10-19
WH,2022-10-25,Sep-22,1.04,1.21,0.17,16.35,2022-10-25
WHD,2022-11-07,Sep-22,0.49,0.52,0.03,6.12,2022-11-07
WHR,2022-10-20,Sep-22,5.59,4.49,-1.1,-19.68,2022-10-20
WING,2022-10-26,Sep-22,0.36,0.45,0.09,25,2022-10-26
WIRE,2022-10-25,Sep-22,4.63,9.97,5.34,115.33,2022-10-25
WISH,2022-11-09,Sep-22,-4.8,-4.5,0.3,6.25,2022-11-09
WIX,2022-11-10,Sep-22,-0.07,0.06,0.13,185.71,2022-11-10
WK,2022-11-02,Sep-22,-0.26,-0.15,0.11,42.31,2022-11-02
WKHS,2022-11-08,Sep-22,-0.12,-0.22,-0.1,-83.33,2022-11-08
WLK,2022-11-03,Sep-22,4.47,3.1,-1.37,-30.65,2022-11-03
WM,2022-10-26,Sep-22,1.5,1.56,0.06,4,2022-10-26
WMB,2022-10-31,Sep-22,0.44,0.48,0.04,9.09,2022-10-31
WMS,2022-11-03,Sep-22,1.88,1.8,-0.08,-4.26,2022-11-03
WMT,2022-11-15,Oct-22,1.32,1.5,0.18,13.64,2022-11-15
WNC,2022-10-26,Sep-22,0.57,0.73,0.16,28.07,2022-10-26
WOLF,2022-10-26,Sep-22,-0.05,-0.04,0.01,20,2022-10-26
WOOF,2022-11-30,Oct-22,0.16,0.16,0,0,2022-11-30
WOR,2022-09-29,Aug-22,1.74,1.61,-0.13,-7.47,2022-09-29
WOW,2022-11-03,Sep-22,0.07,0.01,-0.06,-85.71,2022-11-03
WPC,2022-11-04,Sep-22,1.29,1.36,0.07,5.43,2022-11-04
WRB,2022-10-24,Sep-22,0.82,1.01,0.19,23.17,2022-10-24
WRBY,2022-11-10,Sep-22,0.01,0.01,0,0,2022-11-10
WRK,2022-11-10,Sep-22,1.4,1.43,0.03,2.14,2022-11-10
WRLD,2022-10-27,Sep-22,0.19,-0.2,-0.39,-205.26,2022-10-27
WSBC,2022-10-25,Sep-22,0.73,0.85,0.12,16.44,2022-10-25
WSBF,2022-10-26,Sep-22,0.29,0.25,-0.04,-13.79,2022-10-26
WSC,2022-11-02,Sep-22,0.37,0.39,0.02,5.41,2022-11-02
WSFS,2022-10-24,Sep-22,1.26,1.23,-0.03,-2.38,2022-10-24
WSM,2022-11-17,Oct-22,3.78,3.72,-0.06,-1.59,2022-11-17
WSO,2022-10-20,Sep-22,4.39,4.03,-0.36,-8.2,2022-10-20
WSR,2022-11-01,Sep-22,0.21,0.08,-0.13,-61.9,2022-11-01
WST,2022-10-27,Sep-22,2.12,2.03,-0.09,-4.25,2022-10-27
WTBA,2022-10-27,Sep-22,0.66,0.69,0.03,4.55,2022-10-27
WTFC,2022-10-18,Sep-22,2.11,2.21,0.1,4.74,2022-10-18
WTI,2022-11-08,Sep-22,0.28,0.33,0.05,17.86,2022-11-08
WTRG,2022-11-07,Sep-22,0.23,0.26,0.03,13.04,2022-11-07
WTS,2022-11-02,Sep-22,1.57,1.79,0.22,14.01,2022-11-02
WTTR,2022-11-02,Sep-22,0.16,0.22,0.06,37.5,2022-11-02
WTW,2022-10-27,Sep-22,2.14,2.2,0.06,2.8,2022-10-27
WU,2022-11-01,Sep-22,0.42,0.42,0,0,2022-11-01
WWD,2022-11-17,Sep-22,0.72,0.84,0.12,16.67,2022-11-17
WWE,2022-11-02,Sep-22,0.5,0.65,0.15,30,2022-11-02
WWW,2022-11-09,Sep-22,0.57,0.48,-0.09,-15.79,2022-11-09
WY,2022-10-27,Sep-22,0.41,0.42,0.01,2.44,2022-10-27
WYNN,2022-11-09,Sep-22,-1.2,-1.2,0,0,2022-11-09
X,2022-10-27,Sep-22,1.92,1.95,0.03,1.56,2022-10-27
XEL,2022-10-27,Sep-22,1.2,1.18,-0.02,-1.67,2022-10-27
XERS,2022-11-09,Sep-22,-0.17,-0.14,0.03,17.65,2022-11-09
XHR,2022-11-02,Sep-22,0.36,-0.01,-0.37,-102.78,2022-11-02
XMTR,2022-11-10,Sep-22,-0.34,-0.32,0.02,5.88,2022-11-10
XNCR,2022-11-07,Sep-22,-0.77,-0.55,0.22,28.57,2022-11-07
XOM,2022-10-28,Sep-22,3.88,4.45,0.57,14.69,2022-10-28
XPEL,2022-11-09,Sep-22,0.42,0.48,0.06,14.29,2022-11-09
XPO,2022-10-31,Sep-22,1.35,1.45,0.1,7.41,2022-10-31
XPOF,2022-11-10,Sep-22,0.12,0.1,-0.02,-16.67,2022-11-10
XRAY,2022-11-14,Sep-22,0.59,0.41,-0.18,-30.51,2022-11-14
XRX,2022-10-25,Sep-22,0.37,0.19,-0.18,-48.65,2022-10-25
XYL,2022-11-01,Sep-22,0.66,0.79,0.13,19.7,2022-11-01
YELP,2022-11-03,Sep-22,0.12,0.13,0.01,8.33,2022-11-03
YETI,2022-11-10,Sep-22,0.6,0.63,0.03,5,2022-11-10
YEXT,2022-11-30,Oct-22,-0.01,0.02,0.03,300,2022-11-30
YMAB,2022-11-07,Sep-22,-0.75,-0.63,0.12,16,2022-11-07
YORW,2022-11-03,Sep-22,0.38,0.4,0.02,5.26,2022-11-03
YUM,2022-11-02,Sep-22,1.14,1.09,-0.05,-4.39,2022-11-02
ZBH,2022-11-02,Sep-22,1.56,1.58,0.02,1.28,2022-11-02
ZBRA,2022-11-01,Sep-22,4.55,4.12,-0.43,-9.45,2022-11-01
ZETA,2022-11-01,Sep-22,0.04,0.04,0,0,2022-11-01
ZEUS,2022-11-03,Sep-22,0.93,1.14,0.21,22.58,2022-11-03
ZG,2022-11-02,Sep-22,0.15,0.38,0.23,153.33,2022-11-02
ZI,2022-11-01,Sep-22,0.2,0.24,0.04,20,2022-11-01
ZION,2022-10-24,Sep-22,1.58,1.4,-0.18,-11.39,2022-10-24
ZIP,2022-11-09,Sep-22,0.13,0.17,0.04,30.77,2022-11-09
ZM,2022-11-21,Oct-22,0.84,1.07,0.23,27.38,2022-11-21
ZNTL,2022-11-09,Sep-22,-1.15,-0.96,0.19,16.52,2022-11-09
ZS,2022-12-01,Oct-22,0.26,0.29,0.03,11.54,2022-12-01
ZTS,2022-11-03,Sep-22,1.24,1.21,-0.03,-2.42,2022-11-03
ZUMZ,2022-12-01,Oct-22,0.17,0.36,0.19,111.76,2022-12-01
ZUO,2022-12-06,Oct-22,-0.06,-0.02,0.04,66.67,2022-12-06
